01012;CLUB DE VOILE DE BOURG EN BRESSE ;PARC DE LOISIRS DE BOUVENT CHEMIN DE CURTAFRAY 01000 BOURG EN BRESSE;BOURG EN BRESSE;01000;46.1916;5.2589;0474424612;;cvbourgenbresse@gmail.com;http://sites.google.com/site/cvbb01/;;Club de voile au sud est de Bourg en Bresse spécialisé planche à voile, optimist, VRC et catamaran. Une école de sport fonctionne le samedi après midi pour les jeunes.;
01003;CLUB VOILE DE NANTUA ;ROUTE DE PORT BP 68 01130 NANTUA;NANTUA                        ;01130     ;46.198006;5.724102;0474751336;0474751336;clubvoilenantua@wanadoo.fr; ;;;
01010;CLUB NAUTIQUE SERRIEROIS ;CLUB NAUTIQUE SERRIEROIS SITE DU POINT VERT 01470 SERRIERES DE BRIORD;SERRIERES DE BRIORD;01470;45.8199919414818;5.4307222366333;0474367975;;nauticlub01@free.fr;http://nauticlub.fr/;;Voile, kayak, pédalo et aviron;
02006;VOILE DE L AILETTE ;Association Voile de l'Ailette 21 rue du Chemin des Dames Maison des associations-B.N. Cap'Aisne 02860 CHAMOUILLE;CHAMOUILLE;02860;49.4701221026627;3.66890416966563;0323204164;;availette@free.fr;http://contact.availette.free.fr/;;L'Association Voile de l'Ailette a été créée en 1994 et compte entre 80 et 90 membres. Elle est pourvue depuis 2009, de locaux et d'installations récents et pratiques pour l'accueil des pratiquants et l'organisation d'événements sportifs.;
02901;ESPACE NAUTIQUE CAP AISNE ;21 RUE DU CHEMIN DES DAMES - - 02860 CHAMOUILLE;CHAMOUILLE;02860;49.4701559996517;3.66929617065086;0323214970;0323247580;educapaisne@ailette.org;http://www.capaisne.fr;;"Inauguré le 19 Juin 2009, Cap?Aisne est implanté sur un domaine de 6 hectares dans la commune de Chamouille sur les bords du Lac de l?Ailette (plan d'eau de 160hectares navigables), dans l?Aisne.
Dans un cadre privilégié, la base nautique Cap?Aisne";
02003;S N LAONNOISE ;Camping du Lac 02000 MONAMPTEUIL;MONAMPTEUIL;02000;49.4696364458216;3.5542503558197;0323216073;;camping.snl02@gmailcom;http://www.camping-lac-monampteuil.fr;;;
02002;ASSOCIATION VOILES DU SOISSONNAIS ;BASE NAUTIQUE Rue de la vallée 02200 POMMIERS;POMMIERS;02200;49.3906295383024;3.26950318252564;0323734760;;avsoissonnais@gmail.com;http://www.avs-soissonnais.org/;;12 activités : école de voile, école de sport et activité sportive. Activité voile traditionnelle et croisière mer. Activité découverte de la rivière. Activité fluviale. Activité de formation permis bateau OEI, OC, hauturière et moniteur voile.;
02005;CLUB DE VOILE DE TERGNIER ;Daniel HORGUES DEBAT 17 rue WALDECK ROUSSEAU 02700 TERGNIER;TERGNIER;02700;49.6414562796183;3.31188452243804;0323576278;0323576278;daniel.horguesdebat@gmail.com;http://voiletergnier.fr;;CLUB DE VOILE DE TERGNIER;
03001;CERCLE DE VOILE DE MONTLUCON ;ETANG DE SAULT 03410 PREMILHAT;PREMILHAT;03410;46.331683919829;2.56168127059938;0470037080;;cvm03@orange.fr;http://cvm03.free.fr/;;"Le Cercle de la Voile de Montluçon a ses activités basées sur l?étang de Sault à l?ouest de Montluçon, à proximité immédiate de la ville. Dans un cadre verdoyant, le C.V. Montluçon propose des entraînements de mars à décembre.
Labellisé Ecole de Voi";
03009;ASSOCIATION SPORTIVE DES CHEMINOTS ;SAIGNE JEAN CLAUDE LES BARTAUX 03260 ST GERMAIN DES FOSSES;ST GERMAIN DES FOSSES         ;03260;46.189095;3.428449;0470596506;0470596506;jean; ;;;
